,time(sec),r,wtot
463,1687.6490746642608,5.517458686288585,3.710957190195589e-13
464,1691.2941050631036,5.518710501609359,3.7109635421369607e-13
465,1694.9391354619465,5.5199581576257835,3.7109656721922406e-13
466,1698.5841658607894,5.521193350378989,3.710968357583289e-13
467,1702.2291962596323,5.522418161802494,3.71096653082142e-13
468,1705.8742266584752,5.523630532984243,3.7109591240823366e-13
469,1709.519257057318,5.5248076100716546,3.710964859964776e-13
470,1713.164287456161,5.525966014929509,3.71096502469876e-13
471,1716.8093178550039,5.527093268225778,3.7109685942809007e-13
472,1720.4543482538468,5.5281976845898155,3.7109649017476353e-13
473,1724.0993786526897,5.529264739408848,3.710965133524508e-13
474,1727.7444090515326,5.530302725650548,3.7109587956795044e-13
475,1731.3894394503754,5.5312950411953485,3.710959041022702e-13
476,1735.0344698492183,5.532245839992491,3.7109596677636483e-13
477,1738.6795002480612,5.533159268290958,3.7109543957337157e-13
478,1742.3245306469041,5.534022878011779,3.710952839781606e-13
479,1745.969561045747,5.534832522057331,3.7109569674382e-13
480,1749.61459144459,5.535579869774749,3.7109726163657974e-13
481,1753.2596218434328,5.536298149990273,3.7109665227805747e-13
482,1756.9046522422757,5.536958314274472,3.7109645756455597e-13
483,1760.5496826411186,5.537572811886004,3.710953368303429e-13
484,1764.1947130399615,5.538108405304435,3.710963008320566e-13
485,1767.8397434388044,5.538594191408582,3.710964626847999e-13
486,1771.4847738376473,5.539013535273329,3.710972819762559e-13
487,1775.1298042364901,5.539378911262116,3.710974794689056e-13
488,1778.774834635333,5.539682008637818,3.7109775487551195e-13
489,1782.419865034176,5.539918675433563,3.710984291382573e-13
490,1786.0648954330188,5.540097205141045,3.7109866366633955e-13
491,1789.7099258318617,5.540225921864602,3.7109762484845035e-13
492,1793.3549562307046,5.5402840478341115,3.710972518331474e-13
493,1796.9999866295475,5.540275734212694,3.710971424189305e-13
